Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Dom,2022-08-21,13:15:00,U César Vallejo,4–1,Mannucci,Ganó Local,Estadio Mansiche,Julio Quiróz,4,1,0
Dom,2022-08-21,15:00:00,ADT Tarma,1–1,Universitario,Empate,Estadio Municipal Unión de Tarma,Edwin Ordóñez,1,1,1
Dom,2022-08-21,15:30:00,USMP,1–2,Sporting Cristal,Ganó Visitante,Estadio Monumental,Luis Garay Evia,1,2,2
Dom,2022-08-21,18:00:00,Binacional,3–0,Sport Boys,Ganó Local,Estadio Guillermo Briceño Rosamedina,Michael Espinoza,3,0,0
Vie,2022-08-26,15:30:00,Sport Boys,2–1,ADT Tarma,Ganó Local,Estadio Iván Elías Moreno,Christian Zegarra,2,1,0
Sáb,2022-08-27,13:00:00,Mannucci,1–1,Dep Municipal,Empate,Estadio Mansiche,Fernando Legario,1,1,1
Sáb,2022-08-27,15:30:00,Sport Huancayo,1–1,Cantolao,Empate,Estadio Huancayo,Daniel Ureta,1,1,1
Vie,2022-08-26,19:00:00,Melgar,2–1,USMP,Ganó Local,Estadio de la Universidad Nacional San A...,Wilfredo Blas,2,1,0
Dom,2022-08-28,11:00:00,Alianza Atlético,1–0,Cienciano,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Julio Quiróz,1,0,0
Dom,2022-08-28,13:00:00,Atlético Grau,3–1,Binacional,Ganó Local,Estadio Municipal Bernales,Kevin Ortega,3,1,0
Dom,2022-08-28,13:15:00,Sporting Cristal,0–0,U César Vallejo,Empate,Estadio Alberto Gallardo,Alejandro Villanueva,0,0,1
Dom,2022-08-28,15:30:00,UTC,1–1,Alianza Lima,Empate,Estadio Héroes de San Ramón,Roberto Pérez,1,1,1
Sáb,2022-08-27,19:00:00,Universitario,2–1,Ayacucho,Ganó Local,Estadio Monumental,Joel Alarcón,2,1,0
Vie,2022-09-02,15:30:00,Ayacucho,1–1,Sport Boys,Empate,Estadio Ciudad de Cumaná,Diego Haro,1,1,1
Sáb,2022-09-03,13:00:00,Dep Municipal,0–3,Sporting Cristal,Ganó Visitante,Estadio Iván Elías Moreno,Joel Alarcón,0,3,2
Sáb,2022-09-03,15:30:00,Cienciano,2–0,Mannucci,Ganó Local,Estadio Inca Garcilaso de la Vega,Italo Gonzáles,2,0,0
Dom,2022-09-04,11:00:00,Cantolao,0–0,UTC,Empate,Estadio Iván Elías Moreno,Luis Garay Evia,0,0,1
Dom,2022-09-04,13:00:00,Carlos Stein,0–1,Sport Huancayo,Ganó Visitante,Estadio Víctor Montoya Segura,Sebastián Lozano,0,1,2
Dom,2022-09-04,15:00:00,ADT Tarma,1–1,Atlético Grau,Empate,Estadio Municipal Unión de Tarma,Hibert Villegas,1,1,1
Dom,2022-09-04,15:30:00,Alianza Lima,0–2,Universitario,Ganó Visitante,Estadio Alejandro Villanueva,Augusto Menéndez,0,2,2
Lun,2022-09-05,15:30:00,Binacional,2–0,Alianza Atlético,Ganó Local,Estadio Guillermo Briceño Rosamedina,Jesús Cartagena,2,0,0
Vie,2022-09-09,15:30:00,UTC,4–0,Carlos Stein,Ganó Local,Estadio Héroes de San Ramón,Wilfredo Blas,4,0,0
Sáb,2022-09-10,13:15:00,Alianza Atlético,2–2,ADT Tarma,Empate,Estadio Municipal Melanio Coloma Calderó...,Italo Gonzáles,2,2,1
Sáb,2022-09-10,15:30:00,Alianza Lima,0–0,Cantolao,Empate,Estadio Alejandro Villanueva,Kevin Ortega,0,0,1
Dom,2022-09-11,11:00:00,Sporting Cristal,4–1,Cienciano,Ganó Local,Estadio Alberto Gallardo,Christian Zegarra,4,1,0
Dom,2022-09-11,13:00:00,Atlético Grau,3–0,Ayacucho,Ganó Local,Estadio Municipal Bernales,Daniel Ureta,3,0,0
Dom,2022-09-11,13:15:00,Mannucci,2–1,Binacional,Ganó Local,Estadio Mansiche,Joel Alarcón,2,1,0
Dom,2022-09-11,15:45:00,Sport Boys,0–1,Universitario,Ganó Visitante,Estadio Iván Elías Moreno,Roberto Pérez,0,1,2
Dom,2022-09-11,18:00:00,Melgar,6–2,Dep Municipal,Ganó Local,Estadio de la Universidad Nacional San A...,Carlos Lozano,6,2,0
Lun,2022-09-12,15:30:00,Sport Huancayo,3–2,USMP,Ganó Local,Estadio Huancayo,Julio Quiróz,3,2,0
Sáb,2022-09-17,13:15:00,U César Vallejo,2–1,Sport Huancayo,Ganó Local,Estadio Mansiche,Robin Segura Tuanama,2,1,0
Sáb,2022-09-17,15:30:00,Cienciano,2–2,Melgar,Empate,Estadio Inca Garcilaso de la Vega,Joel Alarcón,2,2,1
Dom,2022-09-18,11:00:00,USMP,1–5,UTC,Ganó Visitante,Estadio Monumental,Luis Garay Evia,1,5,2
Dom,2022-09-18,11:00:00,Carlos Stein,1–2,Alianza Lima,Ganó Visitante,Estadio Víctor Montoya Segura,Christian Zegarra,1,2,2
Dom,2022-09-18,13:15:00,Sport Boys,1–0,Cantolao,Ganó Local,Estadio Iván Elías Moreno,Daniel Ureta,1,0,0
Dom,2022-09-18,15:00:00,ADT Tarma,2–1,Mannucci,Ganó Local,Estadio Municipal Unión de Tarma,Wilfredo Blas,2,1,0
Dom,2022-09-18,15:30:00,Binacional,1–1,Sporting Cristal,Empate,Estadio Guillermo Briceño Rosamedina,Hibert Villegas,1,1,1
Sáb,2022-09-17,19:00:00,Universitario,2–0,Atlético Grau,Ganó Local,Estadio Monumental,Kevin Ortega,2,0,0
Lun,2022-09-19,15:30:00,Ayacucho,2–0,Alianza Atlético,Ganó Local,Estadio Ciudad de Cumaná,Roberto Pérez,2,0,0
Mié,2022-09-21,19:30:00,Alianza Lima,2–0,Melgar,Ganó Local,Estadio Alejandro Villanueva,Kevin Ortega,2,0,0
Sáb,2022-09-24,15:30:00,U César Vallejo,3–2,Melgar,Ganó Local,Estadio Mansiche,Roberto Pérez,3,2,0
Dom,2022-09-25,13:00:00,Carlos Stein,1–2,Mannucci,Ganó Visitante,Estadio Víctor Montoya Segura,Joel Alarcón,1,2,2
Lun,2022-09-26,20:00:00,Alianza Lima,5–0,USMP,Ganó Local,Estadio Alejandro Villanueva,Michael Espinoza,5,0,0
Mié,2022-09-28,13:15:00,Cantolao,3–2,Carlos Stein,Ganó Local,Estadio Víctor Montoya Segura,Kevin Ortega,3,2,0
Mié,2022-09-28,15:30:00,Sport Huancayo,2–1,Dep Municipal,Ganó Local,Estadio Huancayo,Hibert Villegas,2,1,0
Jue,2022-09-29,13:00:00,Atlético Grau,3–0,Sport Boys,Ganó Local,Estadio Miguel Grau,Roberto Pérez,3,0,0
Jue,2022-09-29,13:00:00,Sporting Cristal,4–2,ADT Tarma,Ganó Local,Estadio Alberto Gallardo,Jesús Cartagena,4,2,0
Jue,2022-09-29,15:30:00,Melgar,2–1,Binacional,Ganó Local,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,2,1,0
Vie,2022-09-30,13:15:00,Alianza Atlético,2–2,Universitario,Empate,Estadio Campeones del 36,Joel Alarcón,2,2,1
Vie,2022-09-30,15:30:00,UTC,4–0,U César Vallejo,Ganó Local,Estadio Héroes de San Ramón,Micke Palomino,4,0,0
Vie,2022-09-30,19:00:00,Mannucci,0–1,Ayacucho,Ganó Visitante,Estadio Mansiche,Augusto Menéndez,0,1,2
Mar,2022-10-04,13:00:00,USMP,1–3,Cantolao,Ganó Visitante,Estadio Monumental,Roberto Pérez,1,3,2
Mar,2022-10-04,13:00:00,Atlético Grau,0–0,Carlos Stein,Empate,Estadio Municipal Bernales,Edwin Ordóñez,0,0,1
Mar,2022-10-04,15:15:00,Dep Municipal,1–2,UTC,Ganó Visitante,Estadio Iván Elías Moreno,Alejandro Villanueva,1,2,2
Mar,2022-10-04,17:30:00,Cienciano,0–1,Sport Huancayo,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Jesús Cartagena,0,1,2
Mié,2022-10-05,15:00:00,ADT Tarma,1–1,Melgar,Empate,Estadio Municipal Unión de Tarma,Michael Espinoza,1,1,1
Mié,2022-10-05,15:30:00,Ayacucho,0–1,Sporting Cristal,Ganó Visitante,Estadio Ciudad de Cumaná,Luis Garay Evia,0,1,2
Mar,2022-10-04,20:00:00,U César Vallejo,3–2,Alianza Lima,Ganó Local,Estadio Mansiche,Kevin Ortega,3,2,0
Jue,2022-10-06,13:00:00,Sport Boys,2–0,Alianza Atlético,Ganó Local,Estadio Iván Elías Moreno,Augusto Menéndez,2,0,0
Mié,2022-10-05,20:00:00,Universitario,3–0,Mannucci,Ganó Local,Estadio Monumental,Hibert Villegas,3,0,0
Vie,2022-10-07,15:30:00,UTC,2–1,Cienciano,Ganó Local,Estadio Héroes de San Ramón,Daniel Ureta,2,1,0
Sáb,2022-10-08,13:15:00,Cantolao,0–1,U César Vallejo,Ganó Visitante,Estadio Iván Elías Moreno,Augusto Menéndez,0,1,2
Dom,2022-10-09,11:00:00,Alianza Atlético,4–1,Atlético Grau,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Jesús Cartagena,4,1,0
Dom,2022-10-09,13:15:00,Mannucci,0–0,Sport Boys,Empate,Estadio Mansiche,Michael Espinoza,0,0,1
Dom,2022-10-09,15:00:00,Carlos Stein,1–1,USMP,Empate,Estadio Víctor Montoya Segura,Michael Espinoza,1,1,1
Dom,2022-10-09,15:30:00,Sporting Cristal,0–0,Universitario,Empate,Estadio Alberto Gallardo,Kevin Ortega,0,0,1
Sáb,2022-10-08,19:00:00,Melgar,3–0,Ayacucho,Ganó Local,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,3,0,0
Lun,2022-10-10,15:30:00,Sport Huancayo,1–0,Binacional,Ganó Local,Estadio Huancayo,Diego Haro,1,0,0
Lun,2022-10-10,20:00:00,Alianza Lima,4–1,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Roberto Pérez,4,1,0
Vie,2022-10-14,15:30:00,U César Vallejo,3–0,Carlos Stein,Ganó Local,Estadio Mansiche,Hibert Villegas,3,0,0
Sáb,2022-10-15,13:00:00,Alianza Atlético,1–0,Sport Huancayo,Ganó Local,Estadio Municipal Melanio Coloma Calderó...,Edwin Ordóñez,1,0,0
Sáb,2022-10-15,15:30:00,Sport Boys,3–5,Sporting Cristal,Ganó Visitante,Estadio Iván Elías Moreno,Michael Espinoza,3,5,2
Sáb,2022-10-15,18:00:00,Binacional,2–0,UTC,Ganó Local,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,2,0,0
Dom,2022-10-16,10:00:00,Dep Municipal,1–0,Cantolao,Ganó Local,Estadio Iván Elías Moreno,Joel Alarcón,1,0,0
Dom,2022-10-16,13:00:00,Atlético Grau,2–1,Mannucci,Ganó Local,Estadio Municipal Bernales,Pablo López,2,1,0
Dom,2022-10-16,15:00:00,ADT Tarma,4–1,USMP,Ganó Local,Estadio Municipal Unión de Tarma,Diego Haro,4,1,0
Dom,2022-10-16,15:45:00,Universitario,1–1,Melgar,Empate,Estadio Monumental,Jesús Cartagena,1,1,1
Dom,2022-10-16,18:00:00,Cienciano,0–2,Alianza Lima,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Augusto Menéndez,0,2,2
Mié,2022-10-19,12:45:00,USMP,1–1,U César Vallejo,Empate,Estadio Alberto Gallardo,Roberto Pérez,1,1,1
Mié,2022-10-19,15:00:00,Sport Huancayo,0–1,Ayacucho,Ganó Visitante,Estadio Huancayo,Michael Espinoza,0,1,2
Mié,2022-10-19,15:00:00,Carlos Stein,1–4,Dep Municipal,Ganó Visitante,Estadio Víctor Montoya Segura,Micke Palomino,1,4,2
Mié,2022-10-19,17:15:00,Melgar,3–0,Sport Boys,Ganó Local,Estadio de la Universidad Nacional San A...,Hibert Villegas,3,0,0
Jue,2022-10-20,11:00:00,Cantolao,3–1,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,Diego Haro,3,1,0
Jue,2022-10-20,13:15:00,Sporting Cristal,1–2,Atlético Grau,Ganó Visitante,Estadio Alberto Gallardo,Joel Alarcón,1,2,2
Jue,2022-10-20,15:30:00,UTC,2–2,ADT Tarma,Empate,Estadio Héroes de San Ramón,Jesús Cartagena,2,2,1
Jue,2022-10-20,18:00:00,Mannucci,2–2,Alianza Atlético,Empate,Estadio Mansiche,Augusto Menéndez,2,2,1
Jue,2022-10-20,20:15:00,Alianza Lima,2–0,Binacional,Ganó Local,Estadio Alejandro Villanueva,Edwin Ordóñez,2,0,0
Sáb,2022-10-22,13:15:00,Dep Municipal,2–1,USMP,Ganó Local,Estadio Iván Elías Moreno,Edwin Ordóñez,2,1,0
Dom,2022-10-23,11:00:00,Mannucci,0–2,UTC,Ganó Visitante,Estadio Mansiche,Luis Garay Evia,0,2,2
Dom,2022-10-23,13:15:00,Alianza Atlético,0–2,Sporting Cristal,Ganó Visitante,Estadio Campeones del 36,Hibert Villegas,0,2,2
Dom,2022-10-23,15:00:00,ADT Tarma,2–1,Cantolao,Ganó Local,Estadio Municipal Unión de Tarma,Roberto Pérez,2,1,0
Dom,2022-10-23,18:00:00,Cienciano,6–2,Carlos Stein,Ganó Local,Estadio Víctor Montoya Segura,Joel Alarcón,6,2,0
Lun,2022-10-24,15:00:00,Atlético Grau,2–1,Melgar,Ganó Local,Estadio Municipal Bernales,Michael Espinoza,2,1,0
Lun,2022-10-24,15:00:00,Binacional,3–0,U César Vallejo,Ganó Local,Estadio Inca Garcilaso de la Vega,Diego Haro,3,0,0
Mar,2022-10-25,15:00:00,Ayacucho,0–1,Alianza Lima,Ganó Visitante,Estadio Ciudad de Cumaná,Jesús Cartagena,0,1,2
Lun,2022-10-24,20:00:00,Universitario,2–0,Sport Huancayo,Ganó Local,Estadio Monumental,Augusto Menéndez,2,0,0
Vie,2022-10-28,15:00:00,UTC,1–1,Universitario,Empate,Estadio Héroes de San Ramón,Joel Alarcón,1,1,1
Sáb,2022-10-29,13:00:00,U César Vallejo,1–1,Dep Municipal,Empate,Estadio Mansiche,Augusto Menéndez,1,1,1
Sáb,2022-10-29,15:30:00,Sport Huancayo,3–1,Sport Boys,Ganó Local,Estadio Huancayo,Micke Palomino,3,1,0
Sáb,2022-10-29,15:30:00,Cantolao,1–1,Ayacucho,Empate,Estadio Miguel Grau del Callao,Luis Garay Evia,1,1,1
Dom,2022-10-30,15:00:00,USMP,1–2,Cienciano,Ganó Visitante,Estadio Iván Elías Moreno,Julio Quiróz,1,2,2
Dom,2022-10-30,15:00:00,Sporting Cristal,4–0,Mannucci,Ganó Local,Estadio Alberto Gallardo,Diego Haro,4,0,0
Dom,2022-10-30,15:00:00,Melgar,0–1,Alianza Atlético,Ganó Visitante,Estadio de la Universidad Nacional San A...,Edwin Ordóñez,0,1,2
Dom,2022-10-30,15:00:00,Alianza Lima,2–0,ADT Tarma,Ganó Local,Estadio Alejandro Villanueva,Michael Espinoza,2,0,0
Dom,2022-10-30,15:00:00,Carlos Stein,2–3,Binacional,Ganó Visitante,Estadio Víctor Montoya Segura,Roberto Pérez,2,3,2
Mié,2022-11-02,15:00:00,Melgar,2–0,Sporting Cristal,Ganó Local,Estadio de la Universidad Nacional San A...,Roberto Pérez,2,0,0
Dom,2022-11-06,15:00:00,Sporting Cristal,0–2,Melgar,Ganó Visitante,Estadio Nacional,Edwin Ordóñez,0,2,2
Mié,2022-11-09,15:00:00,Melgar,1–0,Alianza Lima,Ganó Local,Estadio de la Universidad Nacional San A...,Michael Espinoza,1,0,0
Sáb,2022-11-12,20:00:00,Alianza Lima,2–0,Melgar,Ganó Local,Estadio Alejandro Villanueva,Roberto Pérez,2,0,0
Vie,2021-03-12,13:15:00,Dep Municipal,0–1,Sport Huancayo,Ganó Visitante,Estadio Monumental,Diego Haro,0,1,2
Vie,2021-03-12,15:30:00,Cienciano,1–0,UTC,Ganó Local,Villa Deportiva Nacional,Michael Espinoza,1,0,0
Vie,2021-03-12,18:00:00,Binacional,0–4,Sporting Cristal,Ganó Visitante,Estadio Monumental,Joel Alarcón,0,4,2
Sáb,2021-03-13,11:00:00,Mannucci,2–0,Cantolao,Ganó Local,Estadio Alberto Gallardo,Augusto Menéndez,2,0,0
Sáb,2021-03-13,15:30:00,Universitario,1–1,Melgar,Empate,Estadio Alberto Gallardo,Kevin Ortega,1,1,1
Sáb,2021-03-13,18:00:00,Sport Boys,2–3,U César Vallejo,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,2,3,2
Lun,2021-03-15,15:30:00,Alianza Univ,1–0,Cusco,Ganó Local,Estadio Iván Elías Moreno,Roberto Pérez,1,0,0
Vie,2021-03-19,15:00:00,Cantolao,3–1,Universitario,Ganó Local,Estadio Iván Elías Moreno,Micke Palomino,3,1,0
Vie,2021-03-19,18:00:00,Sporting Cristal,1–0,Sport Boys,Ganó Local,Estadio Alejandro Villanueva,Diego Haro,1,0,0
Sáb,2021-03-20,13:15:00,USMP,2–1,Alianza Atlético,Ganó Local,Estadio Iván Elías Moreno,Renzo Castañeda,2,1,0
Sáb,2021-03-20,15:30:00,Cusco,2–2,Cienciano,Empate,Estadio Inca Garcilaso de la Vega,Luis Garay Evia,2,2,1
Lun,2021-03-22,11:00:00,Sport Huancayo,3–0,Binacional,Ganó Local,Estadio Alberto Gallardo,Fernando Legario,3,0,0
Lun,2021-03-22,13:15:00,U César Vallejo,0–1,Alianza Univ,Ganó Visitante,Estadio Alejandro Villanueva,Kevin Ortega,0,1,2
Lun,2021-03-22,15:30:00,UTC,2–2,Mannucci,Empate,Estadio Alberto Gallardo,José Mendoza,2,2,1
Sáb,2021-03-27,11:00:00,Cienciano,1–0,Alianza Atlético,Ganó Local,Estadio Iván Elías Moreno,Diego Haro,1,0,0
Sáb,2021-03-27,13:15:00,Melgar,3–0,Cantolao,Ganó Local,Estadio Alejandro Villanueva,Hibert Villegas,3,0,0
Sáb,2021-03-27,18:00:00,Mannucci,2–0,USMP,Ganó Local,Estadio Alejandro Villanueva,Luis Seminario,2,0,0
Lun,2021-03-29,13:15:00,Sport Boys,3–2,Binacional,Ganó Local,Estadio Monumental,Michael Espinoza,3,2,0
Lun,2021-03-29,15:30:00,Alianza Univ,0–3,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Víctor Carrillo,0,3,2
Lun,2021-03-29,18:00:00,Dep Municipal,0–4,U César Vallejo,Ganó Visitante,Estadio Monumental,Micke Palomino,0,4,2
Mar,2021-03-30,15:30:00,Alianza Lima,2–2,Cusco,Empate,Estadio Alberto Gallardo,Renzo Castañeda,2,2,1
Mié,2021-03-31,15:30:00,Ayacucho,3–0,Sport Huancayo,Ganó Local,Estadio Miguel Grau del Callao,José Mendoza,3,0,0
Mar,2021-04-06,15:30:00,Alianza Lima,1–0,Dep Municipal,Ganó Local,Estadio Miguel Grau del Callao,Joel Alarcón,1,0,0
Mié,2021-04-07,15:30:00,Ayacucho,2–2,USMP,Empate,Estadio Alejandro Villanueva,Micke Palomino,2,2,1
Lun,2021-04-12,15:30:00,Melgar,0–0,Ayacucho,Empate,Estadio Alejandro Villanueva,Roberto Pérez,0,0,1
Mar,2021-04-13,13:15:00,Cusco,2–2,Sport Boys,Empate,Estadio Alejandro Villanueva,Augusto Menéndez,2,2,1
Mar,2021-04-13,15:30:00,Binacional,2–1,Alianza Univ,Ganó Local,Estadio Alberto Gallardo,Kevin Ortega,2,1,0
Mar,2021-04-13,18:00:00,Sporting Cristal,3–1,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Diego Haro,3,1,0
Mié,2021-04-14,13:15:00,Cantolao,0–2,Cienciano,Ganó Visitante,Estadio Monumental,Jordy Espinoza,0,2,2
Mié,2021-04-14,15:30:00,Sport Huancayo,0–0,Alianza Lima,Empate,Estadio Alberto Gallardo,Edwin Ordóñez,0,0,1
Mié,2021-04-14,18:00:00,U César Vallejo,2–1,Mannucci,Ganó Local,Estadio Monumental,Jesús Cartagena,2,1,0
Jue,2021-04-15,11:00:00,Alianza Atlético,0–1,Ayacucho,Ganó Visitante,Estadio Iván Elías Moreno,Pablo López,0,1,2
Jue,2021-04-15,15:30:00,USMP,0–1,Universitario,Ganó Visitante,Estadio Iván Elías Moreno,Roberto Pérez,0,1,2
Jue,2021-04-15,18:00:00,UTC,3–1,Melgar,Ganó Local,Estadio Alejandro Villanueva,Alejandro Villanueva,3,1,0
Vie,2021-04-23,13:15:00,Cantolao,0–1,UTC,Ganó Visitante,Estadio Alejandro Villanueva,Luis Ciriaco Liñan,0,1,2
Vie,2021-04-23,15:30:00,Dep Municipal,2–1,Binacional,Ganó Local,Estadio Miguel Grau del Callao,Jesús Cartagena,2,1,0
Vie,2021-04-23,18:00:00,Ayacucho,1–1,Cienciano,Empate,Estadio Alejandro Villanueva,Jonathan Zamora,1,1,1
Sáb,2021-04-24,11:00:00,Alianza Univ,1–0,Sport Boys,Ganó Local,Estadio Iván Elías Moreno,Jordy Espinoza,1,0,0
Sáb,2021-04-24,13:15:00,Melgar,0–2,USMP,Ganó Visitante,Estadio Miguel Grau del Callao,Fernando Legario,0,2,2
Sáb,2021-04-24,15:30:00,Alianza Lima,2–2,U César Vallejo,Empate,Estadio Iván Elías Moreno,Roberto Pérez,2,2,1
Dom,2021-04-25,15:30:00,Universitario,0–1,Sporting Cristal,Ganó Visitante,Estadio Nacional,Michael Espinoza,0,1,2
Lun,2021-04-26,11:00:00,Mannucci,1–3,Alianza Atlético,Ganó Visitante,Estadio Monumental,Luis Garay Evia,1,3,2
Lun,2021-04-26,15:30:00,Cusco,0–1,Sport Huancayo,Ganó Visitante,Estadio Monumental,Pablo López,0,1,2
Vie,2021-04-30,11:00:00,UTC,1–3,Ayacucho,Ganó Visitante,Estadio Monumental,Hibert Villegas,1,3,2
Vie,2021-04-30,15:30:00,USMP,1–0,Cantolao,Ganó Local,Estadio Monumental,Jonathan Zamora,1,0,0
Vie,2021-04-30,18:00:00,Sport Boys,3–1,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Fernando Legario,3,1,0
Sáb,2021-05-01,11:00:00,Binacional,1–1,Melgar,Empate,Estadio Iván Elías Moreno,José Mendoza,1,1,1
Sáb,2021-05-01,15:30:00,Alianza Atlético,1–2,Universitario,Ganó Visitante,Estadio Iván Elías Moreno,Micke Palomino,1,2,2
Dom,2021-05-02,15:30:00,Sporting Cristal,2–1,Alianza Lima,Ganó Local,Estadio Nacional,Augusto Menéndez,2,1,0
Lun,2021-05-03,11:00:00,Sport Huancayo,3–3,Alianza Univ,Empate,Estadio Miguel Grau del Callao,Luis Seminario,3,3,1
Lun,2021-05-03,15:30:00,U César Vallejo,1–1,Cusco,Empate,Estadio Miguel Grau del Callao,Joel Alarcón,1,1,1
Lun,2021-05-03,18:00:00,Cienciano,5–2,Mannucci,Ganó Local,Estadio Alejandro Villanueva,Diego Haro,5,2,0
Vie,2021-05-07,11:00:00,Cantolao,2–1,Sport Boys,Ganó Local,Estadio Alberto Gallardo,Micke Palomino,2,1,0
Vie,2021-05-07,13:15:00,UTC,0–1,USMP,Ganó Visitante,Estadio Alejandro Villanueva,Gean Pierre Barbagelatta,0,1,2
Vie,2021-05-07,15:30:00,Alianza Lima,2–0,Binacional,Ganó Local,Estadio Alberto Gallardo,Edwin Ordóñez,2,0,0
Sáb,2021-05-08,11:00:00,Melgar,1–3,Alianza Atlético,Ganó Visitante,Estadio Miguel Grau del Callao,Jordy Espinoza,1,3,2
Sáb,2021-05-08,13:15:00,Universitario,3–2,Cienciano,Ganó Local,Estadio Iván Elías Moreno,Kevin Ortega,3,2,0
Sáb,2021-05-08,15:30:00,Cusco,1–2,Sporting Cristal,Ganó Visitante,Estadio Miguel Grau del Callao,Jesús Cartagena,1,2,2
Sáb,2021-05-08,18:00:00,Mannucci,1–1,Ayacucho,Empate,Estadio Alejandro Villanueva,Augusto Menéndez,1,1,1
Dom,2021-05-09,15:30:00,Sport Huancayo,0–0,U César Vallejo,Empate,Villa Deportiva Nacional,Fernando Legario,0,0,1
Lun,2021-05-10,13:00:00,Dep Municipal,1–0,Alianza Univ,Ganó Local,Estadio Alberto Gallardo,Jonathan Zamora,1,0,0
Lun,2021-05-10,15:30:00,Universitario,1–0,UTC,Ganó Local,Estadio Iván Elías Moreno,Joel Alarcón,1,0,0
Mié,2021-05-12,15:30:00,Alianza Atlético,0–0,Alianza Lima,Empate,Estadio Alberto Gallardo,Jesús Cartagena,0,0,1
Sáb,2021-05-15,11:00:00,Binacional,1–2,U César Vallejo,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,José Mendoza,1,2,2
Sáb,2021-05-15,13:15:00,Dep Municipal,1–1,Cusco,Empate,Estadio Municipal Segundo Aranda Torres,Michael Espinoza,1,1,1
Sáb,2021-05-15,15:30:00,Ayacucho,3–3,Universitario,Empate,Estadio Ciudad de Cumaná,Roberto Pérez,3,3,1
Sáb,2021-05-15,18:00:00,Cienciano,0–1,USMP,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Joel Alarcón,0,1,2
Dom,2021-05-16,11:00:00,Mannucci,2–1,Melgar,Ganó Local,Estadio Mansiche,Jonathan Zamora,2,1,0
Dom,2021-05-16,15:30:00,Sporting Cristal,2–0,Sport Huancayo,Ganó Local,Estadio Alberto Gallardo,Micke Palomino,2,0,0
Lun,2021-05-17,11:00:00,Alianza Univ,1–2,UTC,Ganó Visitante,Estadio Heraclio Tapia León,Jordi Espinoza,1,2,2
Lun,2021-05-17,13:15:00,Sport Boys,0–2,Alianza Lima,Ganó Visitante,Estadio Miguel Grau del Callao,Fernando Legario,0,2,2
Lun,2021-05-17,15:30:00,Alianza Atlético,0–1,Cantolao,Ganó Visitante,Estadio Iván Elías Moreno,Pablo López,0,1,2
Vie,2021-05-21,13:15:00,Cusco,3–1,Binacional,Ganó Local,Villa Deportiva Nacional,Kevin Ortega,3,1,0
Vie,2021-05-21,15:30:00,Alianza Lima,2–0,Alianza Univ,Ganó Local,Estadio Alberto Gallardo,Micke Palomino,2,0,0
Sáb,2021-05-22,13:15:00,UTC,0–2,Alianza Atlético,Ganó Visitante,Villa Deportiva Nacional,David Huaman,0,2,2
Sáb,2021-05-22,15:30:00,U César Vallejo,3–0,Sporting Cristal,Ganó Local,Estadio Alejandro Villanueva,Jonathan Zamora,3,0,0
Dom,2021-05-23,11:00:00,Sport Huancayo,0–1,Sport Boys,Ganó Visitante,Estadio Monumental,José Mendoza,0,1,2
Dom,2021-05-23,15:30:00,Melgar,3–0,Cienciano,Ganó Local,Estadio Alberto Gallardo,Diego Haro,3,0,0
Dom,2021-05-23,15:30:00,USMP,1–0,Dep Municipal,Ganó Local,Estadio Monumental,Edwin Ordóñez,1,0,0
Dom,2021-05-23,15:30:00,Universitario,0–0,Mannucci,Empate,Estadio Iván Elías Moreno,Fernando Legario,0,0,1
Dom,2021-05-23,15:30:00,Cantolao,2–2,Ayacucho,Empate,Estadio Alejandro Villanueva,Jesús Cartagena,2,2,1
Dom,2021-05-30,14:00:00,Sporting Cristal,2–0,USMP,Ganó Local,Estadio Alejandro Villanueva,Kevin Ortega,2,0,0
Sáb,2021-07-17,11:00:00,Dep Municipal,1–1,UTC,Empate,Estadio Alejandro Villanueva,Roberto Pérez,1,1,1
Sáb,2021-07-17,13:15:00,USMP,0–2,Mannucci,Ganó Visitante,Estadio Miguel Grau del Callao,Beider Joel Vásquez Guevara,0,2,2
Sáb,2021-07-17,15:30:00,Cantolao,2–4,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Luis Seminario,2,4,2
Dom,2021-07-18,11:00:00,Sport Huancayo,0–3,Melgar,Ganó Visitante,Estadio Iván Elías Moreno,Jonathan Zamora,0,3,2
Dom,2021-07-18,13:15:00,Sport Boys,1–4,Cienciano,Ganó Visitante,Estadio Monumental,Michael Espinoza,1,4,2
